date,max_temp_f,min_temp_f,precip_in,snow_in,snow_depth_in
1930-04-16,M,M,0.00,0.0,M
1930-04-17,M,M,0.00,0.0,M
1930-04-18,M,M,0.03,0.0,M
1930-04-19,M,M,0.00,0.0,M
1930-04-20,M,M,0.00,0.0,M
1930-04-21,M,M,0.00,0.0,M
1930-04-22,M,M,0.00,0.0,M
1930-04-23,M,M,0.00,0.0,M
1930-04-24,M,M,0.00,0.0,M
1930-04-25,M,M,0.00,0.0,M
1930-04-26,M,M,0.00,0.0,M
1930-04-27,M,M,0.00,0.0,M
1930-04-28,M,M,0.00,0.0,M
1930-04-29,M,M,0.00,0.0,M
1930-04-30,M,M,0.00,0.0,M
1930-05-01,M,M,0.00,0.0,M
1930-05-02,M,M,0.00,0.0,M
1930-05-03,M,M,0.00,0.0,M
1930-05-04,M,M,0.00,0.0,M
1930-05-05,M,M,0.00,0.0,M
1930-05-06,M,M,0.00,0.0,M
1930-05-07,M,M,0.00,0.0,M
1930-05-08,M,M,0.00,0.0,M
1930-05-09,M,M,0.02,0.0,M
1930-05-10,M,M,0.04,0.0,M
1930-05-11,M,M,0.00,0.0,M
1930-05-12,M,M,0.00,0.0,M
1930-05-13,M,M,0.00,0.0,M
1930-05-14,M,M,0.75,0.0,M
1930-05-15,M,M,0.00,0.0,M
1930-05-16,M,M,0.00,0.0,M
1930-05-17,M,M,0.77,0.0,M
1930-05-18,M,M,2.54,0.0,M
1930-05-19,M,M,0.94,0.0,M
1930-05-20,M,M,0.02,0.0,M
1930-05-21,M,M,0.00,0.0,M
1930-05-22,M,M,0.00,0.0,M
1930-05-23,M,M,0.00,0.0,M
1930-05-24,M,M,0.22,0.0,M
1930-05-25,M,M,0.00,0.0,M
1930-05-26,M,M,0.00,0.0,M
1930-05-27,M,M,0.00,0.0,M
1930-05-28,M,M,0.00,0.0,M
1930-05-29,M,M,0.00,0.0,M
1930-05-30,M,M,0.16,0.0,M
1930-05-31,M,M,0.00,0.0,M
1930-06-01,M,M,0.00,M,M
1930-06-02,M,M,0.00,M,M
1930-06-03,M,M,0.00,M,M
1930-06-04,M,M,0.00,M,M
1930-06-05,M,M,0.00,M,M
1930-06-06,M,M,0.77,M,M
1930-06-07,M,M,0.20,M,M
1930-06-08,M,M,0.00,M,M
1930-06-09,M,M,0.00,M,M
1930-06-10,M,M,0.00,M,M
1930-06-11,M,M,0.00,M,M
1930-06-12,M,M,0.00,M,M
1930-06-13,M,M,0.00,M,M
1930-06-14,M,M,0.00,M,M
1930-06-15,M,M,0.02,M,M
1930-06-16,M,M,0.00,M,M
1930-06-17,M,M,0.05,M,M
1930-06-18,M,M,0.00,M,M
1930-06-19,M,M,0.00,M,M
1930-06-20,M,M,0.00,M,M
1930-06-21,M,M,0.00,M,M
1930-06-22,M,M,0.00,M,M
1930-06-23,M,M,0.00,M,M
1930-06-24,M,M,0.02,M,M
1930-06-25,M,M,0.00,M,M
1930-06-26,M,M,0.00,M,M
1930-06-27,M,M,0.00,M,M
1930-06-28,M,M,0.00,M,M
1930-06-29,M,M,0.00,M,M
1930-06-30,M,M,0.00,M,M
1930-07-01,M,M,1.47,M,M
1930-07-02,M,M,0.00,M,M
1930-07-03,M,M,0.00,M,M
1930-07-04,M,M,0.00,M,M
1930-07-05,M,M,0.00,M,M
1930-07-06,M,M,0.00,M,M
1930-07-07,M,M,0.00,M,M
1930-07-08,M,M,0.00,M,M
1930-07-09,M,M,0.00,M,M
1930-07-10,M,M,0.00,M,M
1930-07-11,M,M,0.00,M,M
1930-07-12,M,M,0.00,M,M
1930-07-13,M,M,0.00,M,M
1930-07-14,M,M,0.00,M,M
1930-07-15,M,M,0.74,M,M
1930-07-16,M,M,0.04,M,M
1930-07-17,M,M,0.00,M,M
1930-07-18,M,M,0.00,M,M
1930-07-19,M,M,0.00,M,M
1930-07-20,M,M,0.72,M,M
1930-07-21,M,M,0.00,M,M
1930-07-22,M,M,0.00,M,M
1930-07-23,M,M,0.00,M,M
1930-07-24,M,M,1.10,M,M
1930-07-25,M,M,0.30,M,M
1930-07-26,M,M,0.00,M,M
1930-07-27,M,M,0.00,M,M
1930-07-28,M,M,0.00,M,M
1930-07-29,M,M,0.00,M,M
1930-07-30,M,M,0.28,M,M
1930-07-31,M,M,0.00,M,M
1930-08-01,M,M,0.00,0.0,M
1930-08-02,M,M,0.00,0.0,M
1930-08-03,M,M,0.00,0.0,M
1930-08-04,M,M,0.00,0.0,M
1930-08-05,M,M,0.00,0.0,M
1930-08-06,M,M,0.00,0.0,M
1930-08-07,M,M,0.00,0.0,M
1930-08-08,M,M,0.10,0.0,M
1930-08-09,M,M,0.14,0.0,M
1930-08-10,M,M,0.00,0.0,M
1930-08-11,M,M,0.07,0.0,M
1930-08-12,M,M,0.00,0.0,M
1930-08-13,M,M,0.00,0.0,M
1930-08-14,M,M,0.00,0.0,M
1930-08-15,M,M,2.72,0.0,M
1930-08-16,M,M,0.19,0.0,M
1930-08-17,M,M,0.00,0.0,M
1930-08-18,M,M,0.42,0.0,M
1930-08-19,M,M,0.00,0.0,M
1930-08-20,M,M,0.08,0.0,M
1930-08-21,M,M,0.00,0.0,M
1930-08-22,M,M,0.00,0.0,M
1930-08-23,M,M,0.00,0.0,M
1930-08-24,M,M,0.00,0.0,M
1930-08-25,M,M,0.00,0.0,M
1930-08-26,M,M,0.00,0.0,M
1930-08-27,M,M,0.00,0.0,M
1930-08-28,M,M,0.00,0.0,M
1930-08-29,M,M,0.00,0.0,M
1930-08-30,M,M,0.00,0.0,M
1930-08-31,M,M,0.01,0.0,M
1930-09-01,M,M,0.02,M,M
1930-09-02,M,M,0.00,M,M
1930-09-03,M,M,0.00,M,M
1930-09-04,M,M,0.00,M,M
1930-09-05,M,M,0.00,M,M
1930-09-06,M,M,0.20,M,M
1930-09-07,M,M,0.00,M,M
1930-09-08,M,M,0.00,M,M
1930-09-09,M,M,0.00,M,M
1930-09-10,M,M,0.00,M,M
1930-09-11,M,M,0.47,M,M
1930-09-12,M,M,0.68,M,M
1930-09-13,M,M,0.14,M,M
1930-09-14,M,M,0.47,M,M
1930-09-15,M,M,0.00,M,M
1930-09-16,M,M,0.00,M,M
1930-09-17,M,M,0.00,M,M
1930-09-18,M,M,0.08,M,M
1930-09-19,M,M,1.18,M,M
1930-09-20,M,M,0.41,M,M
1930-09-21,M,M,0.05,M,M
1930-09-22,M,M,0.00,M,M
1930-09-23,M,M,0.00,M,M
1930-09-24,M,M,0.00,M,M
1930-09-25,M,M,0.00,M,M
1930-09-26,M,M,0.00,M,M
1930-09-27,M,M,1.72,M,M
1930-09-28,M,M,0.01,M,M
1930-09-29,M,M,0.00,M,M
1930-09-30,M,M,0.00,M,M
1930-10-01,M,M,0.00,M,M
1930-10-02,M,M,0.00,M,M
1930-10-03,M,M,0.00,M,M
1930-10-04,M,M,0.00,M,M
1930-10-05,M,M,0.00,M,M
1930-10-06,M,M,0.00,M,M
1930-10-07,M,M,0.00,M,M
1930-10-08,M,M,0.40,M,M
1930-10-09,M,M,0.76,M,M
1930-10-10,M,M,0.00,M,M
1930-10-11,M,M,0.00,M,M
1930-10-12,M,M,0.00,M,M
1930-10-13,M,M,0.00,M,M
1930-10-14,M,M,0.00,M,M
1930-10-15,M,M,0.00,M,M
1930-10-16,M,M,0.00,M,M
1930-10-17,M,M,0.00,M,M
1930-10-18,M,M,0.00,M,M
1930-10-19,M,M,0.00,M,M
1930-10-20,M,M,0.00,M,M
1930-10-21,M,M,0.00,M,M
1930-10-22,M,M,0.00,M,M
1930-10-23,M,M,0.03,M,M
1930-10-24,M,M,0.00,M,M
1930-10-25,M,M,0.00,M,M
1930-10-26,M,M,0.00,M,M
1930-10-27,M,M,0.00,M,M
1930-10-28,M,M,0.66,M,M
1930-10-29,M,M,1.21,M,M
1930-10-30,M,M,0.00,M,M
1930-10-31,M,M,0.00,M,M
1930-11-01,M,M,0.00,M,M
1930-11-02,M,M,0.00,M,M
1930-11-03,M,M,0.07,M,M
1930-11-04,M,M,0.00,M,M
1930-11-05,M,M,0.00,M,M
1930-11-06,M,M,0.00,M,M
1930-11-07,M,M,0.00,M,M
1930-11-08,M,M,0.00,M,M
1930-11-09,M,M,0.00,M,M
1930-11-10,M,M,0.25,M,M
1930-11-11,M,M,0.30,M,M
1930-11-12,M,M,1.22,M,M
1930-11-13,M,M,0.68,M,M
1930-11-14,M,M,0.25,M,M
1930-11-15,M,M,0.84,M,M
1930-11-16,M,M,2.42,M,M
1930-11-17,M,M,0.18,M,M
1930-11-18,M,M,0.00,M,M
1930-11-19,M,M,0.00,M,M
1930-11-20,M,M,0.00,M,M
1930-11-21,M,M,0.00,M,M
1930-11-22,M,M,0.30,M,M
1930-11-23,M,M,0.17,M,M
1930-11-24,M,M,0.00,M,M
1930-11-25,M,M,0.00,M,M
1930-11-26,M,M,0.00,M,M
1930-11-27,M,M,0.00,M,M
1930-11-28,M,M,0.00,M,M
1930-11-29,M,M,0.00,M,M
1930-11-30,M,M,0.20,M,M
1930-12-01,M,M,0.40,0.0,M
1930-12-02,M,M,0.00,0.0,M
1930-12-03,M,M,0.00,0.0,M
1930-12-04,M,M,0.00,0.0,M
1930-12-05,M,M,0.38,0.0,M
1930-12-06,M,M,0.56,0.0,M
1930-12-07,M,M,0.00,0.0,M
1930-12-08,M,M,0.00,0.0,M
1930-12-09,M,M,0.00,0.0,M
1930-12-10,M,M,0.00,0.0,M
1930-12-11,M,M,0.00,0.0,M
1930-12-12,M,M,0.10,0.0,M
1930-12-13,M,M,0.00,0.0,M
1930-12-14,M,M,0.00,0.0,M
1930-12-15,M,M,0.00,0.0,M
1930-12-16,M,M,0.12,0.0,M
1930-12-17,M,M,0.11,T,M
1930-12-18,M,M,0.00,0.0,M
1930-12-19,M,M,0.08,0.0,M
1930-12-20,M,M,0.00,0.0,M
1930-12-21,M,M,0.00,0.0,M
1930-12-22,M,M,0.00,0.0,M
1930-12-23,M,M,0.00,0.0,M
1930-12-24,M,M,0.00,0.0,M
1930-12-25,M,M,0.00,0.0,M
1930-12-26,M,M,0.95,0.0,M
1930-12-27,M,M,0.00,0.0,M
1930-12-28,M,M,0.00,0.0,M
1930-12-29,M,M,0.00,0.0,M
1930-12-30,M,M,0.00,0.0,M
1930-12-31,M,M,0.00,0.0,M
1931-01-01,M,M,M,0.0,M
1931-01-02,M,M,M,0.0,M
1931-01-03,M,M,M,0.0,M
1931-01-04,M,M,M,0.0,M
1931-01-05,M,M,1.15,0.0,M
1931-01-06,M,M,M,0.0,M
1931-01-07,M,M,M,0.0,M
1931-01-08,M,M,0.41,0.0,M
1931-01-09,M,M,M,0.0,M
1931-01-10,M,M,M,0.0,M
1931-01-11,M,M,M,0.0,M
1931-01-12,M,M,0.55,0.0,M
1931-01-13,M,M,M,0.0,M
1931-01-14,M,M,M,0.0,M
1931-01-15,M,M,M,0.0,M
1931-01-16,M,M,M,0.0,M
1931-01-17,M,M,M,0.0,M
1931-01-18,M,M,0.61,0.0,M
1931-01-19,M,M,0.06,0.0,M
1931-01-20,M,M,M,0.0,M
1931-01-21,M,M,M,0.0,M
1931-01-22,M,M,M,0.0,M
1931-01-23,M,M,M,0.0,M
1931-01-24,M,M,M,0.0,M
1931-01-25,M,M,M,0.0,M
1931-01-26,M,M,M,0.0,M
1931-01-27,M,M,M,0.0,M
1931-01-28,M,M,M,0.0,M
1931-01-29,M,M,M,0.0,M
1931-01-30,M,M,M,0.0,M
1931-01-31,M,M,M,0.0,M
1931-02-01,M,M,0.00,0.0,M
1931-02-02,M,M,0.00,0.0,M
1931-02-03,M,M,0.00,0.0,M
1931-02-04,M,M,0.00,0.0,M
1931-02-05,M,M,0.00,0.0,M
1931-02-06,M,M,0.00,0.0,M
1931-02-07,M,M,0.00,0.0,M
1931-02-08,M,M,0.00,0.0,M
1931-02-09,M,M,0.28,0.0,M
1931-02-10,M,M,0.00,0.0,M
1931-02-11,M,M,0.00,0.0,M
1931-02-12,M,M,0.00,0.0,M
1931-02-13,M,M,0.00,0.0,M
1931-02-14,M,M,0.62,0.0,M
1931-02-15,M,M,0.00,0.0,M
1931-02-16,M,M,0.00,0.0,M
1931-02-17,M,M,0.49,0.0,M
1931-02-18,M,M,0.00,0.0,M
1931-02-19,M,M,0.00,0.0,M
1931-02-20,M,M,0.08,0.0,M
1931-02-21,M,M,0.00,0.0,M
1931-02-22,M,M,0.00,0.0,M
1931-02-23,M,M,0.00,0.0,M
1931-02-24,M,M,0.40,0.0,M
1931-02-25,M,M,0.50,0.0,M
1931-02-26,M,M,0.01,0.0,M
1931-02-27,M,M,0.00,0.0,M
1931-02-28,M,M,0.12,0.0,M
1931-03-01,M,M,0.08,0.0,M
1931-03-02,M,M,0.00,0.0,M
1931-03-03,M,M,0.00,0.0,M
1931-03-04,M,M,0.07,0.0,M
1931-03-05,M,M,0.00,0.0,M
1931-03-06,M,M,0.00,0.0,M
1931-03-07,M,M,0.46,0.0,M
1931-03-08,M,M,0.21,0.0,M
1931-03-09,M,M,0.00,0.0,M
1931-03-10,M,M,0.00,0.0,M
1931-03-11,M,M,0.00,0.0,M
1931-03-12,M,M,0.00,0.0,M
1931-03-13,M,M,0.00,0.0,M
1931-03-14,M,M,0.00,0.0,M
1931-03-15,M,M,0.00,0.0,M
1931-03-16,M,M,0.00,0.0,M
1931-03-17,M,M,0.00,0.0,M
1931-03-18,M,M,0.00,0.0,M
1931-03-19,M,M,0.00,0.0,M
1931-03-20,M,M,0.00,0.0,M
1931-03-21,M,M,0.06,0.0,M
1931-03-22,M,M,0.50,0.0,M
1931-03-23,M,M,0.00,0.0,M
1931-03-24,M,M,0.29,0.0,M
1931-03-25,M,M,0.00,0.0,M
1931-03-26,M,M,0.00,0.0,M
1931-03-27,M,M,0.44,0.0,M
1931-03-28,M,M,0.57,0.0,M
1931-03-29,M,M,0.00,0.0,M
1931-03-30,M,M,0.00,0.0,M
1931-03-31,M,M,0.18,0.0,M
1931-04-01,M,M,0.54,0.0,M
1931-04-02,M,M,0.01,0.0,M
1931-04-03,M,M,0.00,0.0,M
1931-04-04,M,M,1.50,0.0,M
1931-04-05,M,M,0.18,0.0,M
1931-04-06,M,M,0.00,0.0,M
1931-04-07,M,M,0.00,0.0,M
1931-04-08,M,M,0.00,0.0,M
1931-04-09,M,M,0.00,0.0,M
1931-04-10,M,M,0.00,0.0,M
1931-04-11,M,M,0.68,0.0,M
1931-04-12,M,M,0.00,0.0,M
1931-04-13,M,M,0.00,0.0,M
1931-04-14,M,M,0.00,0.0,M
1931-04-15,M,M,0.00,0.0,M
1931-04-16,M,M,0.00,0.0,M
1931-04-17,M,M,0.00,0.0,M
1931-04-18,M,M,T,0.0,M
1931-04-19,M,M,0.00,0.0,M
1931-04-20,M,M,0.05,0.0,M
1931-04-21,M,M,T,0.0,M
1931-04-22,M,M,0.45,0.0,M
1931-04-23,M,M,0.00,0.0,M
1931-04-24,M,M,0.00,0.0,M
1931-04-25,M,M,0.00,0.0,M
1931-04-26,M,M,0.00,0.0,M
1931-04-27,M,M,0.00,0.0,M
1931-04-28,M,M,0.00,0.0,M
1931-04-29,M,M,0.00,0.0,M
1931-04-30,M,M,0.03,0.0,M
1931-05-01,M,M,0.00,0.0,M
1931-05-02,M,M,0.00,0.0,M
1931-05-03,M,M,0.00,0.0,M
1931-05-04,M,M,0.00,0.0,M
1931-05-05,M,M,0.27,0.0,M
1931-05-06,M,M,1.17,0.0,M
1931-05-07,M,M,0.18,0.0,M
1931-05-08,M,M,0.13,0.0,M
1931-05-09,M,M,0.00,0.0,M
1931-05-10,M,M,0.12,0.0,M
1931-05-11,M,M,0.00,0.0,M
1931-05-12,M,M,0.00,0.0,M
1931-05-13,M,M,0.00,0.0,M
1931-05-14,M,M,0.00,0.0,M
1931-05-15,M,M,0.00,0.0,M
1931-05-16,M,M,0.00,0.0,M
1931-05-17,M,M,0.00,0.0,M
1931-05-18,M,M,0.00,0.0,M
1931-05-19,M,M,0.31,0.0,M
1931-05-20,M,M,0.23,0.0,M
1931-05-21,M,M,0.20,0.0,M
1931-05-22,M,M,0.00,0.0,M
1931-05-23,M,M,0.00,0.0,M
1931-05-24,M,M,0.00,0.0,M
1931-05-25,M,M,0.00,0.0,M
1931-05-26,M,M,0.00,0.0,M
1931-05-27,M,M,0.00,0.0,M
1931-05-28,M,M,0.00,0.0,M
1931-05-29,M,M,0.00,0.0,M
1931-05-30,M,M,0.00,0.0,M
1931-05-31,M,M,0.00,0.0,M
1931-06-01,M,M,0.00,M,M
1931-06-02,M,M,0.05,M,M
1931-06-03,M,M,0.00,M,M
1931-06-04,M,M,0.00,M,M
1931-06-05,M,M,0.00,M,M
1931-06-06,M,M,0.00,M,M
1931-06-07,M,M,0.00,M,M
1931-06-08,M,M,0.00,M,M
1931-06-09,M,M,0.00,M,M
1931-06-10,M,M,0.00,M,M
1931-06-11,M,M,0.00,M,M
1931-06-12,M,M,0.00,M,M
1931-06-13,M,M,0.00,M,M
1931-06-14,M,M,0.22,M,M
1931-06-15,M,M,0.46,M,M
1931-06-16,M,M,0.00,M,M
1931-06-17,M,M,0.00,M,M
1931-06-18,M,M,0.00,M,M
1931-06-19,M,M,0.00,M,M
1931-06-20,M,M,0.61,M,M
1931-06-21,M,M,0.00,M,M
1931-06-22,M,M,0.30,M,M
1931-06-23,M,M,0.00,M,M
1931-06-24,M,M,0.00,M,M
1931-06-25,M,M,0.00,M,M
1931-06-26,M,M,0.00,M,M
1931-06-27,M,M,0.00,M,M
1931-06-28,M,M,0.00,M,M
1931-06-29,M,M,0.00,M,M
1931-06-30,M,M,0.15,M,M
1931-07-01,M,M,0.00,M,M
1931-07-02,M,M,0.12,M,M
1931-07-03,M,M,0.08,M,M
1931-07-04,M,M,0.61,M,M
1931-07-05,M,M,0.00,M,M
1931-07-06,M,M,1.20,M,M
1931-07-07,M,M,0.00,M,M
1931-07-08,M,M,0.00,M,M
1931-07-09,M,M,0.00,M,M
1931-07-10,M,M,0.00,M,M
1931-07-11,M,M,0.00,M,M
1931-07-12,M,M,0.00,M,M
1931-07-13,M,M,0.52,M,M
1931-07-14,M,M,0.14,M,M
1931-07-15,M,M,1.30,M,M
1931-07-16,M,M,0.65,M,M
1931-07-17,M,M,0.00,M,M
1931-07-18,M,M,0.05,M,M
1931-07-19,M,M,0.16,M,M
1931-07-20,M,M,0.24,M,M
1931-07-21,M,M,0.00,M,M
1931-07-22,M,M,0.83,M,M
1931-07-23,M,M,0.00,M,M
1931-07-24,M,M,0.00,M,M
1931-07-25,M,M,0.00,M,M
1931-07-26,M,M,0.00,M,M
1931-07-27,M,M,0.00,M,M
1931-07-28,M,M,0.00,M,M
1931-07-29,M,M,0.00,M,M
1931-07-30,M,M,0.00,M,M
1931-07-31,M,M,T,M,M
1931-08-01,M,M,M,0.0,M
1931-08-02,M,M,1.47,0.0,M
1931-08-03,M,M,M,0.0,M
1931-08-04,M,M,M,0.0,M
1931-08-05,M,M,M,0.0,M
1931-08-06,M,M,M,0.0,M
1931-08-07,M,M,0.87,0.0,M
1931-08-08,M,M,M,0.0,M
1931-08-09,M,M,M,0.0,M
1931-08-10,M,M,M,0.0,M
1931-08-11,M,M,0.32,0.0,M
1931-08-12,M,M,M,0.0,M
1931-08-13,M,M,M,0.0,M
1931-08-14,M,M,M,0.0,M
1931-08-15,M,M,T,0.0,M
1931-08-16,M,M,0.03,0.0,M
1931-08-17,M,M,0.45,0.0,M
1931-08-18,M,M,M,0.0,M
1931-08-19,M,M,0.25,0.0,M
1931-08-20,M,M,1.90,0.0,M
1931-08-21,M,M,M,0.0,M
1931-08-22,M,M,M,0.0,M
1931-08-23,M,M,M,0.0,M
1931-08-24,M,M,M,0.0,M
1931-08-25,M,M,M,0.0,M
1931-08-26,M,M,M,0.0,M
1931-08-27,M,M,M,0.0,M
1931-08-28,M,M,M,0.0,M
1931-08-29,M,M,0.14,0.0,M
1931-08-30,M,M,0.07,0.0,M
1931-08-31,M,M,M,0.0,M
1931-09-01,M,M,0.00,0.0,M
1931-09-02,M,M,T,0.0,M
1931-09-03,M,M,0.62,0.0,M
1931-09-04,M,M,0.00,0.0,M
1931-09-05,M,M,0.00,0.0,M
1931-09-06,M,M,0.00,0.0,M
1931-09-07,M,M,0.00,0.0,M
1931-09-08,M,M,0.00,0.0,M
1931-09-09,M,M,0.00,0.0,M
1931-09-10,M,M,T,0.0,M
1931-09-11,M,M,T,0.0,M
1931-09-12,M,M,0.00,0.0,M
1931-09-13,M,M,0.00,0.0,M
1931-09-14,M,M,0.00,0.0,M
1931-09-15,M,M,0.00,0.0,M
1931-09-16,M,M,0.00,0.0,M
1931-09-17,M,M,0.07,0.0,M
1931-09-18,M,M,0.00,0.0,M
1931-09-19,M,M,0.00,0.0,M
1931-09-20,M,M,0.00,0.0,M
1931-09-21,M,M,0.00,0.0,M
1931-09-22,M,M,0.00,0.0,M
1931-09-23,M,M,0.00,0.0,M
1931-09-24,M,M,0.17,0.0,M
1931-09-25,M,M,0.00,0.0,M
1931-09-26,M,M,0.00,0.0,M
1931-09-27,M,M,0.00,0.0,M
1931-09-28,M,M,0.00,0.0,M
1931-09-29,M,M,0.00,0.0,M
1931-09-30,M,M,0.00,0.0,M
1931-10-01,M,M,0.00,0.0,M
1931-10-02,M,M,0.00,0.0,M
1931-10-03,M,M,0.00,0.0,M
1931-10-04,M,M,0.00,0.0,M
1931-10-05,M,M,0.00,0.0,M
1931-10-06,M,M,0.00,0.0,M
1931-10-07,M,M,0.08,0.0,M
1931-10-08,M,M,0.97,0.0,M
1931-10-09,M,M,0.00,0.0,M
1931-10-10,M,M,0.00,0.0,M
1931-10-11,M,M,0.00,0.0,M
1931-10-12,M,M,0.00,0.0,M
1931-10-13,M,M,0.00,0.0,M
1931-10-14,M,M,0.00,0.0,M
1931-10-15,M,M,0.00,0.0,M
1931-10-16,M,M,0.00,0.0,M
1931-10-17,M,M,0.00,0.0,M
1931-10-18,M,M,0.00,0.0,M
1931-10-19,M,M,0.00,0.0,M
1931-10-20,M,M,0.00,0.0,M
1931-10-21,M,M,0.00,0.0,M
1931-10-22,M,M,0.00,0.0,M
1931-10-23,M,M,0.00,0.0,M
1931-10-24,M,M,0.00,0.0,M
1931-10-25,M,M,T,0.0,M
1931-10-26,M,M,0.00,0.0,M
1931-10-27,M,M,0.00,0.0,M
1931-10-28,M,M,0.03,0.0,M
1931-10-29,M,M,0.13,0.0,M
1931-10-30,M,M,0.00,0.0,M
1931-10-31,M,M,0.00,0.0,M
1931-11-01,M,M,0.00,0.0,M
1931-11-02,M,M,0.00,0.0,M
1931-11-03,M,M,0.00,0.0,M
1931-11-04,M,M,0.00,0.0,M
1931-11-05,M,M,0.00,0.0,M
1931-11-06,M,M,0.00,0.0,M
1931-11-07,M,M,0.00,0.0,M
1931-11-08,M,M,0.00,0.0,M
1931-11-09,M,M,0.00,0.0,M
1931-11-10,M,M,0.00,0.0,M
1931-11-11,M,M,0.00,0.0,M
1931-11-12,M,M,0.00,0.0,M
1931-11-13,M,M,0.00,0.0,M
1931-11-14,M,M,0.00,0.0,M
1931-11-15,M,M,0.00,0.0,M
1931-11-16,M,M,0.00,0.0,M
1931-11-17,M,M,0.00,0.0,M
1931-11-18,M,M,0.73,0.0,M
1931-11-19,M,M,0.22,0.0,M
1931-11-20,M,M,0.00,0.0,M
1931-11-21,M,M,0.07,0.0,M
1931-11-22,M,M,0.01,0.0,M
1931-11-23,M,M,0.00,0.0,M
1931-11-24,M,M,0.00,0.0,M
1931-11-25,M,M,0.00,0.0,M
1931-11-26,M,M,0.00,0.0,M
1931-11-27,M,M,0.00,0.0,M
1931-11-28,M,M,0.02,0.0,M
1931-11-29,M,M,0.00,0.0,M
1931-11-30,M,M,T,0.0,M
1931-12-01,M,M,0.83,0.0,M
1931-12-02,M,M,0.24,0.0,M
1931-12-03,M,M,T,0.0,M
1931-12-04,M,M,2.43,0.0,M
1931-12-05,M,M,0.00,0.0,M
1931-12-06,M,M,0.00,0.0,M
1931-12-07,M,M,0.00,0.0,M
1931-12-08,M,M,0.31,0.0,M
1931-12-09,M,M,1.33,0.0,M
1931-12-10,M,M,0.01,0.0,M
1931-12-11,M,M,0.00,0.0,M
1931-12-12,M,M,0.00,0.0,M
1931-12-13,M,M,T,0.0,M
1931-12-14,M,M,1.31,0.0,M
1931-12-15,M,M,0.00,0.0,M
1931-12-16,M,M,0.00,0.0,M
1931-12-17,M,M,1.64,0.0,M
1931-12-18,M,M,0.02,0.0,M
1931-12-19,M,M,0.00,0.0,M
1931-12-20,M,M,0.00,0.0,M
1931-12-21,M,M,0.72,0.0,M
1931-12-22,M,M,1.36,0.0,M
1931-12-23,M,M,0.00,0.0,M
1931-12-24,M,M,T,0.0,M
1931-12-25,M,M,0.11,0.0,M
1931-12-26,M,M,0.00,0.0,M
1931-12-27,M,M,0.00,0.0,M
1931-12-28,M,M,0.00,0.0,M
1931-12-29,M,M,0.00,0.0,M
1931-12-30,M,M,0.00,0.0,M
1931-12-31,M,M,1.00,0.0,M
1932-01-01,M,M,0.00,0.0,M
1932-01-02,M,M,0.00,0.0,M
1932-01-03,M,M,0.00,0.0,M
1932-01-04,M,M,0.00,0.0,M
1932-01-05,M,M,0.00,0.0,M
1932-01-06,M,M,1.75,0.0,M
1932-01-07,M,M,0.00,0.0,M
1932-01-08,M,M,0.37,0.0,M
1932-01-09,M,M,0.00,0.0,M
1932-01-10,M,M,0.00,0.0,M
1932-01-11,M,M,0.00,0.0,M
1932-01-12,M,M,0.00,0.0,M
1932-01-13,M,M,0.91,0.0,M
1932-01-14,M,M,0.00,0.0,M
1932-01-15,M,M,0.00,0.0,M
1932-01-16,M,M,0.00,0.0,M
1932-01-17,M,M,0.00,0.0,M
1932-01-18,M,M,T,0.0,M
1932-01-19,M,M,0.00,0.0,M
1932-01-20,M,M,0.00,0.0,M
1932-01-21,M,M,0.00,0.0,M
1932-01-22,M,M,0.00,0.0,M
1932-01-23,M,M,0.00,0.0,M
1932-01-24,M,M,0.53,0.0,M
1932-01-25,M,M,0.00,0.0,M
1932-01-26,M,M,0.00,0.0,M
1932-01-27,M,M,0.66,0.0,M
1932-01-28,M,M,0.00,0.0,M
1932-01-29,M,M,0.14,0.0,M
1932-01-30,M,M,2.07,0.0,M
1932-01-31,M,M,0.00,0.0,M
1932-02-01,M,M,0.00,0.0,M
